profile_id	c_number	count_code	country_name	fish_mgt_plan	url_fish_mgt_plan	gov_marine_fish	major_law_plan	url_major_law_plan	gov_protect_marine_env	url_gov_protect_marine_env
137	480	480	Mauritius	"Ministry of Ocean Economy, Marine Resources, Fisheries, Shipping and Outer Island"	http://fisheries.govmu.org/	Ministry of Agro Industry and Fisheries	"Environment Protection Act, 2002"	http://fisheries.govmu.org/English/Documents/fisheries/fisheriesAct2007.pdf	"Ministry of Environment, Sustainable Development, Disaster and Beach Management"	http://environment.govmu.org/
19	50	50	Bangladesh	Department of Fisheries	http://www.fisheries.gov.bd/	Ministry of Fisheries and Livestock	"The Bangladesh Environment Conservation Act, 1995"	"http://fisheries.portal.gov.bd/sites/default/files/files/fisheries.portal.gov.bd/law/8ad73a74_6a15_438c_9988_2d92d2aa2f1b/The%20MARINE%20Fisheries%20Ordinance,1983.PDF"	Environment Department	http://www.doe.gov.bd/
32	100	100	Bulgaria	Executive Agency for Fisheries and Aquaculture	http://iara.government.bg/	Executive Agency for Fisheries and Aquaculture (EAFA)		http://iara.government.bg/?page_id=119	Ministry of Environment and Water	http://www.moew.government.bg/
109	392	392	Japan	"Ministry of Agriculture, Forestry and Fisheries"	http://www.jfa.maff.go.jp/	"Ministry of Agriculture, Forestry and Fisheries"	"Law for Promotion of Nature Restoration, 2002"	http://law.e-gov.go.jp/cgi-bin/idxselect.cgi?IDX_OPT=4&H_NAME=&H_NAME_YOMI=%82%a0&H_NO_GENGO=H&H_NO_YEAR=&H_NO_TYPE=2&H_NO_NO=&H_FILE_NAME=S24HO267&H_RYAKU=1&H_CTG=31&H_YOMI_GUN=1&H_CTG_GUN=1	Ministry of the Environment	http://www.env.go.jp/
16	44	44	Bahamas	Department of Marine Resources	http://www.bahamas.gov.bs/wps/portal/public/marine/	Ministry of Agriculture and Fisheries	The Wild Animals Protection Act 1968	http://laws.bahamas.gov.bs/cms/images/LEGISLATION/PRINCIPAL/1977/1977-0013/FisheriesResourcesJurisdictionandConservationAct_1.pdf	BEST under the Ministry of Environment and Housing	http://www.best.gov.bs/
9	28	28	Antigua & Barbuda	"Ministry of Agriculture, Lands, Fisheries and Barbuda Affairs"	http://ab.gov.ag/detail_page.php?page=17	"Minister of Agriculture Lands, Marine Resources & Agro Industries"	Marine Areas (Preservation and Enhancement) Act (1972)	http://laws.gov.ag/acts/chapters/cap-173.pdf	"Environment Division of the Ministry of Agriculture, Lands, Housing and the Environment"	http://www.environmentdivision.info/
36	124	124	Canada	Fisheries and Oceans Canada	http://www.dfo-mpo.gc.ca/	Fisheries and Oceans Canada	"Canadian Environmental Protection Act, 1999"	http://laws-lois.justice.gc.ca/eng/acts/F-14/	"Protecting Oceans, Fisheries and Oceans Canada"	http://www.dfo-mpo.gc.ca/oceans/
122	430	430	Liberia	Bureau of National Fisheries	http://www.liberiafisheries.net/	Ministry of Agriculture	The Environment Protection and Management Law	http://liberiafisheries.net/sites/default/files/pdf/Fisheries_regulations%202012.pdf	Environmental Protection Agency	http://epaliberia.org/
120	428	428	Latvia	Ministry of Agriculture	https://www.zm.gov.lv/zivsaimnieciba/	Ministry of Agriculture	"Law on Water Management,"	http://likumi.lv/doc.php?id=34871	Ministry of Environmental Protection and Regional Development	http://www.varam.gov.lv/
70	234	234	Faroe Islands (Denmark)	Ministry of Fisheries	http://www.fisk.fo/	Ministry of Fisheries and Maritime Affairs		http://logir.fo/Logtingslog/28-fra-10-03-1994-um-vinnuligan-fiskiskap-sum-seinast-broytt-vid-logtingslog-nr-87-fra?	Environment Agency	http://www.us.fo/
229		792	Turkey	Ministry of Agriculture and Livestock	http://www.tarim.gov.tr/	Ministry of Agriculture and Rural Affairs	"Environmental Law, 1983"	http://mevzuat.basbakanlik.gov.tr/Metin.Aspx?MevzuatKod=1.5.1380&MevzuatIliski=0&sourceXmlSearch=%C3%9CR%C3%9CNLER%C4%B0	Ministry of Environment and Urban Planning	http://www.csb.gov.tr/
63	218	218	Ecuador	Deputy Minister of Aquaculture and Fisheries	http://www.viceministerioap.gob.ec/	"Ministerio de Comercio Exterior, Industrialización, Pesca y Competitividad"	Project of Law of Environmental Management	http://oa.upm.es/14340/2/Documentacion/1_Memoria/Ley_de_Pesca_y_Reglamento/ley%20de%20pesca%20y%20desarrollo%20pesquero.pdf	Ministry of Environment	http://www.ambiente.gob.ec/
225	780	780	Trinidad Tob	"Ministry of Agriculture, Land and Fisheries"	http://www.agriculture.gov.tt/	"Ministry of Agriculture, Land and Marine Resources"	The Marine Areas (Preservations and Enhancement) Act 1970	http://rgd.legalaffairs.gov.tt/laws2/alphabetical_list/lawspdfs/67.51.pdf	Institute of Marine Affairs	http://www.ima.gov.tt/
91		x002	Guernsey islands	Sea Fisheries under the Committee for Economic Development	http://theoldsite.gov.gg/fishing		The Coast Protection Ordinance (1949)	http://theoldsite.gov.gg/CHttpHandler.ashx?id=2964&p=0	Environment Department	https://gov.gg/article/152832/Environment--Infrastructure
61	626	626	East Timor	National Directorate of Fisheries and Aquaculture	http://www.peskador.org/	Ministry of Agriculture and Fisheries		http://timor-leste.gov.tl/wp-content/uploads/2010/03/DL_2004_6_GENERAL_BASES_REGIME_MANAGEMENT_REGULATION_FISHERIES_AQUACULTURE_.pdf	"Ministry of Agriculture, Forestry and Fisheries"	http://gov.east-timor.org/MAFF/
98	352	352	Iceland	Directorate of Fisheries	http://www.fiskistofa.is/	Ministry of Fisheries	"Nature Conservation Act, 1999"	http://www.althingi.is/lagas/nuna/2006116.html	Ministry for the Environment and Natural Resources	https://www.umhverfisraduneyti.is/
237	858	858	Uruguay	"Ministry of Livestock, Agriculture and Fisheries"	http://www.mgap.gub.uy/	Ministerio de Ganadería Agricultura y Pesca	"Law No. 16, 466"	http://www.armada.mil.uy/ContenidosPDFs/Prena/Dirme/leyes/l-13833-riquezas-del-mar.pdf	"Ministry of Housing, Spatial Planning and Environment"	http://www.mvotma.gub.uy/
13	855	826E	Ascension Is	Marine Biodiversity and Fisheries	http://www.ascension-island.gov.ac/government/conservation/marine/		"Wildlife (Protection) (Ascension) Ordiance, 1944"	http://www.ascension-island.gov.ac/wp-content/uploads/2013/04/CAP-A15-Fishery-Limits-Ordinance.pdf	Biodiversity Action Plan (BAP)	http://www.ascension-island.gov.ac/government/conservation/projects/bap/
199	702	702	Singapore	Agri-Food & Veterinary Authority	http://www.ava.gov.sg/explore-by-sections/fisheries/	Agri-Food and Veterinary Authority (AVA0	Environmental Pollution Control Act(EPCA)	http://www.ava.gov.sg/docs/default-source/legislation/fisheries-act/43web_fisheriesact	Ministry of Environment and Water Resources	http://www.mewr.gov.sg/
171	608	608	Philippines	Bureau of Fisheries and Aquatic Resources	http://www.bfar.da.gov.ph/	Bureau of Fish and Aquatic Resources	Philippine Fisheries Code of 1998 ; Agriculture and Fisheries Modernization Act of 1997 (R.A. 8435)	http://www.bfar.da.gov.ph/lawAndRegulation.jsp?id=2#post	Department of Environment and Natural Resources	http://www.denr.gov.ph/
2	8	8	Albania	"Ministry of Agriculture, Rural Development and Water Management"	http://www.bujqesia.gov.al/	Ministry of Agriculture and Food	"Law on Environmental Protection, 1993"	"http://www.bujqesia.gov.al/files/programs_files/13-11-12-03-43-56ligj_nr._64,_dt._31.5.2012.pdf"	Ministry of the Environment	http://mjedisi.gov.al/
10	32	32	Argentina	Federal Fisheries Council	http://www.cfp.gob.ar/	Dirección Nacional de Pesca y Acuicultura		http://www.cfp.gob.ar/prensa/LeyPesca.pdf	Ministry of Environment and Sustainable Development of the Nation	http://www.ambiente.gov.ar/
31	96	96	Brunei Darsm	Ministry of Primary Resources and Tourism	http://www.mprt.gov.bn/	Ministry of Industry and Primary Resources		http://www.chinaaseansps.com/upload/2012-07/12072010051723.pdf	"Department of Environment, Parks and Recreation"	http://www.env.gov.bn/
60	214	214	Dominican Rp	Council of Fisheries and Aquaculture	http://www.codopesca.gob.do/	Dirección de Recursos Pesqueros		http://www.codopesca.gob.do/images/pdf/LEY%20307-04%20SOBRE%20PESCA-01.pdf	Coastal and Marine Viceministry	http://www.ambiente.gob.do/ambienterd/sobre-nosotros/dependencias/recursos-costeros-y-marinos/
139	484	484	Mexico	National Commission of Aquaculture and Fisheries	http://www.conapesca.sagarpa.gob.mx/	National Commission of Aquaculture and Fisheries	"General Law of Ecology and Environmental Protection (1988,1996)"	http://www.conapesca.gob.mx/work/sites/cona/uaj/124.pdf	Secretariat of Environment and Natural Resources	http://www.gob.mx/semarnat
103	372	372	Ireland	Irish Sea Fisheries Board	http://www.bim.ie/	Department of Marine and Natural Resources	"Wildlife (Amendment) Act, 2000"	"http://www.dcenr.gov.ie/natural-resources/en-ie/Pages/Legislation/Fisheries-Consolidation-Act,-1959-(No--14-of-1959).aspx"	Environmental Protection Agency	http://www.epa.ie/
92	324	324	Guinea	Ministry of Fisheries and Aquaculture	http://fis.com/guinea/	Ministry for Fishing and the Aquiculture		http://www.disonslaveriteguinee.net/wp-content/uploads/2013/11/CPECHEMARITIME.pdf		
59	212	212	Dominica	Fisheries Division	http://agriculture.gov.dm/index.php/division/fisheries-division	"Ministry of Agriculture, Fisheries and the Environment"		http://www.dominica.gov.dm/laws/chapters/chap61-60.pdf	"Environmental Coordinating Unit, Ministry of Environment, Natural Resources, Physical Planning and Fisheries"	http://ecu.gov.dm/
58	262	262	Djibouti			Ministère de l'Agriculture et de l'Hydraulique	Decree 80-062/PR/MCTT on the protection of the marine fauna and seabottom	http://www.droit-afrique.com/upload/doc/djibouti/Djibouti-Code-2002-des-peches.pdf	Ministry of Energy and Natural Resources	http://www.mern-gouv.com/
77	266	266	Gabon	General Directorate of Fisheries and Aquaculture	http://www.agriculture.gouv.ga/8-ministere/2-autres-contenus-ministere/10-directions-generales/13-direction-generale-des-peches-et-de-l-aquaculture/	La Direction générale des pêches et de l’aquaculture		http://www.droit-afrique.com/upload/doc/gabon/Gabon-Code-2005-peche-aquaculture.pdf		
218	157	156A	Taiwan	Fisheries Agency	http://www.fa.gov.tw/cht/	Council of Agriculture	"Basic Environment Act, 2002"	http://www.fa.gov.tw/cht/LawsCentralFisheries/content.aspx?id=7&chk=e93e03ed-5a1f-4313-bdf9-2c08bd330b9a&param=pn%3d1%26yy%3d%26mm%3d	Environmental Protection Administration	http://www.epa.gov.tw/
52	191	191	Croatia	Directorate of Fisheries	http://www.mps.hr/ribarstvo/	"Ministry of Agriculture, forestry and Water Management"	"Law on Protection of the Environment, 1994 ; Maritime Code"	http://www.faoadriamed.org/pdf/Legislation/Croatia/CRO_MarineFishAct10_1994.html	Ministry of Environment and Nature	http://www.mzoip.hr/hr/okolis/more-i-priobalje.html
71	242	242	Fiji	Department of Fisheries	http://www.fisheries.gov.fj/	Ministry of Fisheries and Forests	"Marine Spaces Act, 1977"	http://www.fiji.gov.fj/getattachment/bd7a42ff-7988-4f66-adaf-b1f99d71a743/Decree-No-78---Offshore-Fisheries-Management-Decre.aspx	"Environment Management Act, 2005"	https://nebula.wsimg.com/5cdece6ca162d9423ed3ba395fbb9aa9?AccessKeyId=536E0831567821C953C4&disposition=0&alloworigin=1
131	462	462	Maldives	Ministry of Fisheries and Agriculture	http://www.fishagri.gov.mv/	"Ministry of Fisheries,Agriculture and Marine Resources"	Law No. 4/93 Environment Protection and Preservation Act of the Maldives	http://www.fishagri.gov.mv/images/download/Fisheries%20%20Law%20%20of%20Maldives%20%201.pdf	Ministry of Environment and Energy	http://www.environment.gov.mv/
187		x012	Russia (Sea of Azov)	Federal Fishery Agency	http://www.fishcom.ru/	State Committte for Fisheries ; VNIRO	"Decree No 440 of April 1, 1996; Law on Conservation of the Environment ;"	http://www.fishcom.ru/files/documents/otraslevaya_deyatelnost/lubitelskoe_rybolovstvo/Pravila_Azovo-Chernomorskogo.pdf	Ministry of Natural Resources	http://www.mnr.gov.ru/
185		x010	Russia (NW Pacific)	Federal Fishery Agency	http://www.fishcom.ru/	State Committte for Fisheries ; VNIRO	"Decree No 440 of April 1, 1996; Law on Conservation of the Environment ;"	http://www.fishcom.ru/files/documents/otraslevaya_deyatelnost/lubitelskoe_rybolovstvo/Pravila_Dalnevostochnogo.pdf	Ministry of Natural Resources	http://www.mnr.gov.ru/
186		x011	Russia (Sakhalin & Kuril Islands)	Federal Fishery Agency	http://www.fishcom.ru/	State Committte for Fisheries ; VNIRO	"Decree No 440 of April 1, 1996; Law on Conservation of the Environment ;"	http://www.fishcom.ru/files/documents/otraslevaya_deyatelnost/lubitelskoe_rybolovstvo/Pravila_Dalnevostochnogo.pdf	Ministry of Natural Resources	http://www.mnr.gov.ru/
188		x013	Russia (Sea of Okhotsk)	Federal Fishery Agency	http://www.fishcom.ru/	State Committte for Fisheries ; VNIRO	"Decree No 440 of April 1, 1996; Law on Conservation of the Environment ;"	http://www.fishcom.ru/files/documents/otraslevaya_deyatelnost/lubitelskoe_rybolovstvo/Pravila_Dalnevostochnogo.pdf	Ministry of Natural Resources	http://www.mnr.gov.ru/
181		x006	Russia (Bering Sea)	Federal Fishery Agency	http://www.fishcom.ru/	State Committte for Fisheries ; VNIRO		http://www.fishcom.ru/files/documents/otraslevaya_deyatelnost/lubitelskoe_rybolovstvo/Pravila_Dalnevostochnogo.pdf	Ministry of Natural Resources	http://www.mnr.gov.ru/
180		x005	Russia (Arctic & Antarctic)	Federal Fishery Agency	http://www.fishcom.ru/	State Committte for Fisheries ; VNIRO	"Decree No 440 of April 1, 1996; Law on Conservation of the Environment ;"	http://www.fishcom.ru/files/documents/otraslevaya_deyatelnost/lubitelskoe_rybolovstvo/Pravila_Sevenogo.pdf	"Ministry of Environment, Water and Forests"	http://www.mmediu.ro/
184		x009	Russia (North Atlantic & Barents Sea)	Federal Fishery Agency	http://www.fishcom.ru/	State Committte for Fisheries ; VNIRO	"Decree No 440 of April 1, 1996; Law on Conservation of the Environment ;"	http://www.fishcom.ru/files/documents/otraslevaya_deyatelnost/lubitelskoe_rybolovstvo/Pravila_Sevenogo.pdf	Ministry of Natural Resources	http://www.mnr.gov.ru/
189		x014	Russian Fed (Baltic & Atlantic)	Federal Fishery Agency	http://www.fishcom.ru/	State Committte for Fisheries ; VNIRO	"Decree No 440 of April 1, 1996; Law on Conservation of the Environment ;"	http://www.fishcom.ru/files/documents/otraslevaya_deyatelnost/lubitelskoe_rybolovstvo/Pravila_Sevenogo.pdf	Ministry of Natural Resources	http://www.mnr.gov.ru/
182		x007	Russia (Caspian Sea)	Federal Fishery Agency	http://www.fishcom.ru/	State Committte for Fisheries ; VNIRO	"Decree No 440 of April 1, 1996; Law on Conservation of the Environment ;"	http://www.fishcom.ru/files/documents/otraslevaya_deyatelnost/lubitelskoe_rybolovstvo/Pravila_Volzhsko-Kaspijskogo.pdf	Ministry of Natural Resources	http://www.mnr.gov.ru/
183		x008	Russia (East Kamchatka)	Federal Fishery Agency	http://www.fishcom.ru/	State Committte for Fisheries ; VNIRO	"Decree No 440 of April 1, 1996; Law on Conservation of the Environment ;"	http://www.fishcom.ru/files/documents/otraslevaya_deyatelnost/lubitelskoe_rybolovstvo/Pravila_Zapadnogo.pdf	Ministry of Natural Resources	http://www.mnr.gov.ru/
169	598	598	Papua N Guin	National Fisheries Authority	http://www.fisheries.gov.pg/	National Fisheries Board		http://www.fisheries.gov.pg/LinkClick.aspx?fileticket=43Of6hMc9e8%3d&tabid=86		
206	144	144	Sri Lanka	Department of Fisheries and Aquatic Resources	http://www.fisheriesdept.gov.lk/	Ministry of Fisheries and Aquatic Resources	National Environmental Act No 47 of 1980	http://www.fisheriesdept.gov.lk/fisheries_beta/regulations/Fisheries%20and%20Aquatic%20Resources%20Act.pdf	Ministry of Mahaweli Development and Environment	http://www.environmentmin.gov.lk/
78	219	218A	Galapagos Is	Ministry of Environment	http://www.galapagospark.org/pn.php?page=reserva_marina_manejo_pesquero		Ley de Régimen Especial para la Conservación y el Desarrollo Sustentable de la Provincia de Galápagos	http://www.galapagospark.org/documentos/ecuador_ley_organica_galapagos.pdf	Directorate of the Galapagos National Park	http://www.galapagospark.org/index.php
84	292	292	Gibraltar	Management of Living Marine Resources	https://www.gibraltar.gov.gi/new/sites/default/files/1/15/Management_of_marine_living_resources_in_the_waters_around_Gibraltar.pdf	The Gibraltar Nature Conservancy Council	"The Nature Protection Ordinance, 1991"	http://www.gibnet.com/fish/npo91.htm	Department of the Environment	http://www.thinkinggreen.gov.gi/
12	533	533	Aruba	Department of Fishing	http://www.santarosa.aw/pap/departamento/pesca		Marine Environment Ordinance	http://www.gobierno.aw/document.php?m=25&fileid=15397&f=474380b3f8e4701db6843829f61f71b9&attachment=0&c=21707	Directorate for Nature and Environment	http://www.dnmaruba.org/
37	723	724A	Canary Is	"Ministry of Agriculture, Livestock, Fisheries and Water"	http://www.gobiernodecanarias.org/agricultura/pesca/	"Council of Agriculture, Cattle, Fisheries and Food"	"Canarian Law of Natural Areas, 12/1994"	http://www.gobiernodecanarias.org/opencms8/export/sites/agricultura/pesca/.content/galerias/doc/primeraventa/legislacionautonomica/L_17_2003.pdf	"Coasts and Marine Environment, Ministry of Agriculture, Food and Environment"	http://www.magrama.gob.es/es/costas/temas/default.aspx
24	60	60	Bermuda	Department of Environment and Natural Resources	http://environment.bm/			http://www.gov.bm/portal/server.pt/gateway/PTARGS_0_2_18629_932_233152_43/http%3B/ptpublisher.gov.bm%3B7087/publishedcontent/publish/ministry_of_environment/environmental_protection_new/fisheries/documents/fisheries_act_1972.pdf	Department of Environment and Natural Resources	http://environment.bm/
204	239	239	South Georgia	Fisheries Overview	http://www.gov.gs/fisheries/overview/	Asst Commissioner & Director of Fisheries	"Falkland Islands Dependencies Conservation Ordinance, 1975"	http://www.gov.gs/docsarchive/Legislation/Fisheries%20(Conservation%20and%20Management)%20Ordinance%202000.pdf	Environment Charter	http://www.gov.gs/environment/environmental-charter/
233		x015	UK (South Sandwich islands)	Fisheries Overview	http://www.gov.gs/fisheries/overview/	"Civil Commisssioner, Falkland Islands"	"Falkland Islands Dependencies Conservation Ordinance, 1975"	http://www.gov.gs/docsarchive/Legislation/Fisheries%20(Conservation%20and%20Management)%20Ordinance%202000.pdf	Environment Charter	http://www.gov.gs/environment/environmental-charter/
172	612	612	Pitcairn Is				"Local Government Regulations, 1971"	http://www.government.pn/Laws/Fisheries%20Zone%20Ordinance.pdf	Environmental Information	http://jncc.defra.gov.uk/pdf/OT_Pitcairn.pdf
88	312	312	Guadeloupe	"Ministry of Environment, Energy and the Sea�"	http://www.guadeloupe.developpement-durable.gouv.fr/	Ministry of Overseas Affairs		http://www.guadeloupe.developpement-durable.gouv.fr/IMG/pdf/charte_de_l_environnement.pdf	"Ministry of Environment, Energy and the Sea"	http://www.guadeloupe.developpement-durable.gouv.fr/
3		x001	Alderney island (channel islands)	Guernsey Sea Fisheries	http://www.gov.gg/fishing			http://www.guernseylegalresources.gg/CHttpHandler.ashx?id=69478&p=0	Environment Department	https://gov.gg/article/152832/Environment--Infrastructure
159	574	574	Norfolk I.	Australian Fisheries Management Authority	http://www.afma.gov.au/fisheries/norfolk-island-fishery/	Land and the Environment	Environment Act 1990	http://www.info.gov.nf/news/misc_docs/fisheries/Fisheries%20Management%20Policy%2015%20November%202009%20and%20MOU.pdf	Norfolk Island National Park	https://www.environment.gov.au/topics/national-parks/norfolk-island-national-park
156	558	558	Nicaragua	Nicaraguan Institute of Fisheries and Aquaculture	http://www.inpesca.gob.ni/	Ministerio del Ambiente y los Recursos Naturales	Ley 688 Código de Defensa y Protección de los Animales (1941).	http://www.inpesca.gob.ni/images/doc%20cipa/doc%20legales/leydepescayacuicultura.pdf	Ministry of Environment and Natural Resources	http://www.marena.gob.ni/
245	862	862	Venezuela	Socialist Institute of Fishing and Aquaculture	http://www.insopesca.gob.ve/	Servicio Autónomo de los Recursos Pesqueros y Acuícolas (SARPA)	"Ley de ProtecciÛn a la Fauna Silvestre, 1970"	"http://www.insopesca.gob.ve/files/LEY%20DE%20PESCA%20Y%20ACUICULTURA%20(Decreto%20con%20Rango,%20Valor%20y%20Fuerza%20de%20Ley).pdf"	Ministry of Popular Power for Ecosocialism and Water	http://www.minea.gob.ve/
17	48	48	Bahrain	Directorate of Fisheries and Marine Resources	http://www.moic.gov.bh/En/MoIC%20Centers/BahrainInvestorsCenter/Licensing%20Authorities/ProtectionofMarineResourcesEnvironmentandWildlife/GeneralDirectorateo%20MarineResources/Pages/GeneralDirectorateo%20MarineResources.aspx	Ministry of Works and Agriculture		http://www.legalaffairs.gov.bh/LegislationSearchDetails.aspx?id=4010#.VordnfkrKHs	Environment and Natural Resources Protection	https://www.bahrain.bh/wps/portal/!ut/p/a1/04_Sj9CPykssy0xPLMnMz0vMAfGjzOI9_A3MDI0sjLwMQkLdDBz9g008fFw9jA2cDIEKIlEUGBu7AhWYmQeYh1kamVkYEKffwMjX2dDTBKjA19fAwNHCKcgnxM3ZwMDdmEj9OIAjQfuDE4v0w_Wj0JRh-gKsAJ8zIQpwu6MgNzQ0osIzEwApwg0s/dl5/d5/L2dBISEvZ0FBIS9nQSEh/
53	896	I06	Crozet Is - French Southern and Antarctic Lands	Fishery Resources of the Kerguelen Islands	http://www.taaf.fr/Generalites-283			http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000022176680	"Environment Information, The French Southern and Antarctic Lands"	http://www.taaf.fr/The-French-Southern-and-Antarctic-Lands
210	666	666	St Pier Mq					http://www.legifrance.gouv.fr/jo_pdf.do?id=JORFTEXT000000333830		
142	492	492	Monaco	Institute of Economic Law of the Sea	http://indemer.org/index.html			http://www.legimonaco.mc/305/legismclois.nsf/db3b0488a44ebcf9c12574c7002a8e84/564e6a96de380271c125773f003cb981!OpenDocument	Environment Information	http://en.gouv.mc/Policy-Practice/The-Environment
97	344	344	Hong Kong	"Agriculture, Fisheries and Conservation Department"	https://www.afcd.gov.hk/english/fisheries/fish_abt/fish_abt.html		Environmental Impact Assessment Ordinance (Cap.499)	http://www.legislation.gov.hk/blis_pdf.nsf/4f0db701c6c25d4a4825755c00352e35/DA36BC0B6B490AE0482575EE00492B97/$FILE/CAP_171_e_b5.pdf	Environment Protection Department	http://www.epd.gov.hk/epd/english/top.html
154	554	554	New Zealand	"Fisheries, Ministry for Primary Industries"	http://www.fish.govt.nz/	Ministry of Fisheries	"Environment Act, 1986"	http://www.legislation.govt.nz/act/public/1996/0088/latest/DLM394192.html	Ministry for the Environment	http://www.mfe.govt.nz/marine
222	772	772	Tokelau	"Department of Economic Development, Natural Resources and Environment"	http://www.tokelau.org.nz/Tokelau+Government/Government+Departments/Department+of+Economic+Development+Natural+Resources++Environment.html		The Tokelau (Territorial Sea and Fishing Zone) Act 1976	http://www.legislation.govt.nz/regulation/public/2012/0278/latest/DLM4756942.html	"Department of Economic Development, Natural Resources and Environment"	http://www.tokelau.org.nz/Tokelau+Government/Government+Departments/Department+of+Economic+Development+Natural+Resources++Environment.html
34	116	116	Cambodia	"Ministry of Agriculture, Forestry and Fisheries"	http://www.maff.gov.kh/	"Ministry of Agriculture, Forestry and Fisheries"	Law on Environmental Protection and Natural Resource Management	http://www.maff.gov.kh/law-regulation/17-laws/764-2013-11-08-13-21-42.html	Ministry of Environment	http://www.moe.gov.kh/
80	274	274	Gaza Strip	Directorate General of Fisheries	http://www.moa.gov.ps/index.php?option=com_content&view=article&id=132&Itemid=195	Palestinian National Authority	Palestinian Environmental Law	http://www.mena.gov.ps/pub/index.htm		
148	516	516	Namibia	Ministry of Fisheries and Marine Resources	http://www.mfmr.gov.na/	Ministry of Fisheries& Marine Resources	Environmental Management Act	http://www.mfmr.gov.na/documents/53305/832050/MarineAct2000/e22bbe42-3023-4d4d-be41-e1a83c9fa33c		
219	834	834	Tanzania	"Ministry of Agriculture, Livestock and Fisheries"	http://www.mifugouvuvi.go.tz/	Ministry of Natural Resources and Tourism	National Environmental Policy 1997	http://www.mifugouvuvi.go.tz/wp-content/uploads/2014/12/Fisheries-Act-No.-22-of-2003.pdf	Ministry of Natural Resources and Tourism	http://www.mnrt.go.tz/
7	24	24	Angola	Ministry of Fisheries	http://www.minpescas.gov.ao/	Ministry of Fisheries		http://www.minamb.gov.ao/TodasLegislacoes.aspx	Framework Report on Angola's Biodiversity	https://www.cbd.int/doc/world/ao/ao-nr-04-en.pdf
55	196	196	Cyprus	Department of Fisheries and Marine Research	http://www.moa.gov.cy/moa/dfmr/dfmr.nsf/index_gr/index_gr?opendocument	"Ministry of Agriculture, Natural Resources, and Environment"	"Law on the protection and management of nature and wildlife, 2003"	http://www.moa.gov.cy/moa/dfmr/dfmr.nsf/All/863EFC62B4109D7042257D5B00362CB1/$file/%CE%A0%CE%B5%CF%81%CE%B9%20%CE%91%CE%BB%CE%B9%CE%B5%CE%AF%CE%B1%CF%82%20%CE%9D%CF%8C%CE%BC%CE%BF%CF%82%20%CE%9A%CE%B5%CF%86.%20135.pdf?OpenElement	Department of Environment	http://www.moa.gov.cy/moa/environment/environment.nsf/index_gr/index_gr?opendocument
107	388	388	Jamaica	"Ministry of Industry, Commerce, Agriculture and Fisheries"	http://www.moa.gov.jm/Fisheries/index.php	Ministry of Agriculture	"The Natural Resources Conservation Authority Act, 1991"	http://www.moa.gov.jm/Fisheries/legislation_Fisheries_Industry_Act_1975.php	National Environment and Planning Agency	http://www.nepa.gov.jm/
112	400	400	Jordan			Ministry of Agriculture	"Environmental Protection Law, 2003"	http://www.moa.gov.jo/ar-jo/home/%D8%A7%D9%84%D8%AA%D8%B4%D8%B1%D9%8A%D8%B9%D8%A7%D8%AA/%D8%A7%D9%84%D9%82%D9%88%D8%A7%D9%86%D9%8A%D9%86/%D9%82%D8%A7%D9%86%D9%88%D9%86%D8%A7%D9%84%D8%B2%D8%B1%D8%A7%D8%B9%D8%A9.aspx	Ministry of Environment	http://www.moenv.gov.jo/
105	376	376	Israel	Ministry of Agriculture and Rural Development	http://www.moag.gov.il/agri/yhidotmisrad/fishery/default.htm		"Protection of the Coastal Environment Law, 2004"	http://www.moag.gov.il/NR/rdonlyres/93E205DB-753A-4405-99E8-5B7A9EFAF072/0/daig_low.pdf	Ministry of Environmental Protection	http://www.sviva.gov.il/
118	410	410	Korea D P Rp (South)	Ministry of Maritime Affairs and Fisheries	http://www.mof.go.kr/	Ministry of Maritime Affairs and Fisheries	"Wildlife Protection Act, 2004"	http://www.mof.go.kr/law/list.do	Ministry of Environment	http://www.me.go.kr/
83	288	288	Ghana	Ministry of Fisheries and Agriculture Development	http://www.mofad.gov.gh/	Ministry of Food and Agriculture		http://www.mofad.gov.gh/sites/default/files/Fisheries%20Act.pdf	"Ministry of Environment, Science, Technology and Innovation"	http://mesti.gov.gh/
